sex_respondent,age_respondent,dog_total,campaign_type,Strategy,ward_rorya,village_rorya,subvillage_rorya,dog_vacc_status,dogs_yes_vacc,dogs_no_vacc,vacc_card_status,number_dogs_seen,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert
female,56,1,continuous,3,Nyamimange,Kyankoma,Kabwasi,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,60,2,continuous,3,Nyamimange,Kyankoma,Kabwasi,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,34,4,continuous,3,Nyamimange,Kyankoma,Kabwasi,yes_vacc,2,2,yes_card,4,2,NA,no,2
female,25,2,continuous,3,Nyamimange,Kyankoma,Kabwasi,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,30,5,continuous,3,Nyamimange,Kyankoma,Kabwasi,yes_vacc,3,2,yes_card,5,3,NA,no,3
female,67,4,continuous,3,Nyamimange,Kyankoma,Kabwasi,yes_vacc,4,3,yes_card,4,1,NA,no,1
male,26,1,continuous,3,Nyamimange,Kyankoma,Kabwasi,no_vacc,NA,1,,1,0,NA,,NA
female,60,2,continuous,3,Nyamimange,Kyankoma,Kabwasi,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,46,4,continuous,3,Nyamimange,Kyankoma,Kabwasi,yes_vacc,2,2,yes_card,4,2,NA,no,2
male,43,5,continuous,3,Nyamimange,Kyankoma,Sania,yes_vacc,2,3,yes_card,5,2,NA,no,2
male,45,3,continuous,3,Nyamimange,Kyankoma,Sania,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,23,3,continuous,3,Nyamimange,Kyankoma,Sania,no_vacc,NA,3,,3,0,NA,,NA
male,38,3,continuous,3,Nyamimange,Kyankoma,Sania,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,25,4,continuous,3,Nyamimange,Kyankoma,Sania,no_vacc,NA,4,,4,0,NA,,NA
male,76,3,continuous,3,Nyamimange,Kyankoma,Sania,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,30,1,continuous,3,Nyamimange,Kyankoma,Sania,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,32,1,continuous,3,Nyamimange,Kyankoma,Sania,no_vacc,NA,1,,1,0,NA,,NA
male,47,2,continuous,3,Nyamimange,Kyankoma,Sania,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,40,3,continuous,3,Nyamimange,Kyankoma,Sania,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,50,8,continuous,3,Nyamimange,Kwisaro,Nyamsense,yes_vacc,2,6,yes_card,8,2,NA,no,2
male,35,1,continuous,3,Nyamimange,Kwisaro,Nyamsense,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,48,3,continuous,3,Nyamimange,Kwisaro,Nyamsense,yes_vacc,2,1,yes_card,3,2,NA,no,2
male,45,3,continuous,3,Nyamimange,Kwisaro,Nyamsense,no_vacc,NA,3,,3,0,NA,,NA
male,76,1,continuous,3,Nyamimange,Kwisaro,Nyamsense,no_vacc,NA,1,,1,0,NA,,NA
female,28,2,continuous,3,Nyamimange,Kwisaro,Nyamsense,no_vacc,NA,2,,2,0,NA,,NA
female,70,1,continuous,3,Nyamimange,Kwisaro,Nyamsense,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,20,2,continuous,3,Nyamimange,Kwisaro,Nyamsense,yes_vacc,1,1,yes_card,1,1,NA,no,1
male,66,1,continuous,3,Nyamimange,Kwisaro,Nyamsense,no_vacc,NA,1,,1,0,NA,,NA
male,52,4,continuous,3,Nyamimange,Kwisaro,Nyamsense,yes_vacc,4,0,yes_card,4,4,NA,no,4
male,48,3,continuous,3,Nyamimange,Kyankoma,Mtakuja,yes_vacc,3,0,yes_card,3,3,NA,no,3
male,42,1,continuous,3,Nyamimange,Kyankoma,Mtakuja,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,26,3,continuous,3,Nyamimange,Kyankoma,Mtakuja,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,49,8,continuous,3,Nyamimange,Kyankoma,Mtakuja,yes_vacc,1,0,yes_card,8,1,NA,no,1
female,52,1,continuous,3,Nyamimange,Kyankoma,Mtakuja,no_vacc,NA,1,,1,0,NA,,NA
female,41,1,continuous,3,Nyamimange,Kyankoma,Mtakuja,no_vacc,NA,1,,1,0,NA,,NA
male,50,2,continuous,3,Nyamimange,Kyankoma,Mtakuja,no_vacc,NA,2,,2,0,NA,,NA
female,68,4,continuous,3,Nyamimange,Kyankoma,Mtakuja,yes_vacc,4,0,yes_card,4,4,NA,no,0
female,61,3,continuous,3,Nyamimange,Kyankoma,Mtakuja,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,47,4,continuous,3,Nyamimange,Kyankoma,Mtakuja,yes_vacc,2,2,yes_card,4,2,NA,no,2
male,27,3,continuous,3,Nyamimange,Kwisaro,Ikongo la Kisyeri,yes_vacc,2,1,yes_card,3,2,NA,no,2
male,39,3,continuous,3,Nyamimange,Kwisaro,Ikongo la Kisyeri,yes_vacc,2,1,yes_card,2,2,NA,no,2
male,57,5,continuous,3,Nyamimange,Kwisaro,Ikongo la Kisyeri,yes_vacc,3,2,yes_card,5,3,NA,no,3
male,4,2,continuous,3,Nyamimange,Kwisaro,Ikongo la Kisyeri,yes_vacc,2,2,yes_card,4,2,NA,no,2
female,32,3,continuous,3,Nyamimange,Kwisaro,Ikongo la Kisyeri,no_vacc,NA,3,,3,0,NA,,NA
male,21,5,continuous,3,Nyamimange,Kwisaro,Ikongo la Kisyeri,yes_vacc,5,0,yes_card,5,5,NA,no,5
female,23,1,continuous,3,Nyamimange,Kwisaro,Ikongo la Kisyeri,no_vacc,NA,1,,1,0,NA,,NA
male,70,4,continuous,3,Nyamimange,Kwisaro,Ikongo la Kisyeri,yes_vacc,3,1,yes_card,4,3,NA,no,3
male,54,9,continuous,3,Nyamimange,Kwisaro,Ikongo la Kisyeri,yes_vacc,3,6,yes_card,9,3,NA,no,0
female,72,1,continuous,3,Nyamimange,Kwisaro,Ikongo la Kisyeri,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,26,1,continuous,3,Itiryo,"Kangariani,Kangariani","Isago,Isago",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,40,2,continuous,3,Itiryo,"Kangariani,Kangariani","Isago,Isago",yes_vacc,2,0,unknown,2,2,NA,no,0
male,56,1,continuous,3,Itiryo,"Kangariani,Kangariani","Isago,Isago",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,45,1,continuous,3,Itiryo,"Kangariani,Kangariani","Isago,Isago",yes_vacc,1,0,yes_card,1,0,NA,no,1
male,45,2,continuous,3,Itiryo,"Kangariani,Kangariani","Isago,Isago",yes_vacc,2,0,yes_card,2,2,NA,no,2
female,65,3,continuous,3,Itiryo,"Kangariani,Kangariani","Isago,Isago",yes_vacc,2,1,yes_card,3,2,NA,no,2
female,20,1,continuous,3,Itiryo,"Kangariani,Kangariani","Isago,Isago",no_vacc,NA,1,,1,0,NA,,NA
female,22,1,continuous,3,Itiryo,"Kangariani,Kangariani","Isago,Isago",no_vacc,NA,1,,1,0,NA,,NA
male,30,1,continuous,3,Itiryo,"Kangariani,Kangariani","Isago,Isago",yes_vacc,1,0,yes_card,1,1,NA,no,1
female,22,3,continuous,3,Itiryo,"Kangariani,Kangariani","Birira,Birira",yes_vacc,3,0,yes_card,3,0,NA,no,3
male,71,3,continuous,3,Itiryo,"Kangariani,Kangariani","Isago,Isago",yes_vacc,3,0,yes_card,1,1,NA,no,3
female,19,2,continuous,3,Itiryo,"Kangariani,Kangariani","Birira,Birira",yes_vacc,2,0,yes_card,2,2,NA,no,2
male,20,2,continuous,3,Itiryo,"Kangariani,Kangariani","Birira,Birira",yes_vacc,2,0,yes_card,2,2,NA,no,2
female,36,2,continuous,3,Itiryo,"Kangariani,Kangariani","Kangariani senta,Kangariani senta",yes_vacc,2,0,yes_card,0,0,NA,no,2
male,21,2,continuous,3,Itiryo,"Kangariani,Kangariani","Birira,Birira",yes_vacc,1,1,yes_card,2,1,NA,no,1
female,20,2,continuous,3,Itiryo,"Kangariani,Kangariani","Kangariani senta,Kangariani senta",yes_vacc,2,0,no_card,2,2,NA,no,0
male,40,1,continuous,3,Itiryo,"Kangariani,Kangariani","Kangariani senta,Kangariani senta",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,19,1,continuous,3,Itiryo,"Kangariani,Kangariani","Birira,Birira",yes_vacc,1,0,no_card,0,0,NA,no,0
female,46,2,continuous,3,Itiryo,"Kangariani,Kangariani","Birira,Birira",yes_vacc,1,1,yes_card,2,1,NA,no,1
male,23,1,continuous,3,Itiryo,"Kangariani,Kangariani","Kangariani senta,Kangariani senta",no_vacc,NA,1,,1,0,NA,,NA
female,25,2,continuous,3,Itiryo,"Kangariani,Kangariani","Birira,Birira",yes_vacc,1,1,no_card,1,0,NA,no,0
female,30,1,continuous,3,Itiryo,"Kangariani,Kangariani","Kangariani senta,Kangariani senta",yes_vacc,1,0,yes_card,1,1,NA,no,0
male,19,1,continuous,3,Itiryo,"Kangariani,Kangariani","Birira,Birira",yes_vacc,1,0,yes_card,0,0,NA,no,1
female,56,4,continuous,3,Itiryo,"Kangariani,Kangariani","Kangariani senta,Kangariani senta",yes_vacc,2,2,yes_card,4,2,NA,no,2
female,29,1,continuous,3,Itiryo,"Kangariani,Kangariani","Birira,Birira",yes_vacc,1,0,no_card,1,1,NA,no,0
male,20,2,continuous,3,Itiryo,"Kangariani,Kangariani","Kangariani senta,Kangariani senta",yes_vacc,2,0,yes_card,2,2,NA,no,2
female,65,2,continuous,3,Itiryo,"Kangariani,Kangariani","Kangariani senta,Kangariani senta",yes_vacc,1,1,yes_card,1,0,NA,no,1
male,24,2,continuous,3,Itiryo,"Kangariani,Kangariani","Birira,Birira",yes_vacc,2,0,no_card,2,2,NA,no,0
male,68,1,continuous,3,Itiryo,"Kangariani,Kangariani","Kangariani senta,Kangariani senta",yes_vacc,1,0,yes_card,0,0,NA,no,1
female,51,1,continuous,3,Itiryo,"Kangariani,Kangariani","Kangariani senta,Kangariani senta",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,49,1,pulse,0,Komuge,Kuruya,Senta,yes_vacc,1,0,yes_card,1,1,1,yes,1
female,40,2,pulse,0,Komuge,Kuruya,Senta,yes_vacc,2,0,yes_card,1,2,NA,no,2
male,55,1,pulse,0,Komuge,Kuruya,Senta,no_vacc,NA,1,,1,1,NA,,NA
male,44,2,pulse,0,Komuge,Kuruya,Senta,yes_vacc,2,1,yes_card,2,1,1,yes,1
female,34,2,pulse,0,Komuge,Kuruya,Senta,yes_vacc,2,1,yes_card,2,1,NA,no,1
female,46,1,pulse,0,Komuge,Kuruya,Senta,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,31,1,pulse,0,Komuge,Kuruya,Senta,no_vacc,NA,1,,1,1,NA,,NA
female,33,6,pulse,0,Komuge,Kuruya,Senta,yes_vacc,2,0,yes_card,2,1,NA,no,2
male,26,1,pulse,0,Komuge,Kuruya,Senta,yes_vacc,1,0,yes_card,1,0,1,yes,1
female,20,1,pulse,0,Komuge,Kuruya,Senta,no_vacc,NA,1,,1,0,NA,,NA
female,48,1,pulse,0,Komuge,Kuruya,Songambele,yes_vacc,1,0,no_card,1,1,NA,no,0
female,33,4,pulse,0,Komuge,Kuruya,Songambele,yes_vacc,2,2,yes_card,3,0,NA,no,2
female,NA,1,pulse,0,Komuge,Kuruya,Shule,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,53,3,pulse,0,Komuge,Kuruya,Shule,yes_vacc,3,0,yes_card,3,1,NA,no,3
female,61,1,pulse,0,Komuge,Kuruya,Shule,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,45,1,pulse,0,Komuge,Kuruya,Shule,no_vacc,NA,1,,1,0,NA,,NA
female,37,1,pulse,0,Komuge,Kuruya,Shule,no_vacc,NA,1,,1,0,NA,,NA
female,43,3,pulse,0,Komuge,Kuruya,Shule,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,56,1,pulse,0,Komuge,Kuruya,Shule,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,53,1,pulse,0,Komuge,Kuruya,Shule,no_vacc,NA,1,,1,0,NA,,NA
male,42,7,pulse,0,Komuge,Kuruya,Shule,yes_vacc,1,0,yes_card,7,1,NA,no,1
female,62,2,pulse,0,Komuge,Kuruya,Shule,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,38,2,continuous,3,Nyamimange,Kwisaro,Kiagata Ndogo,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,52,5,continuous,3,Nyamimange,Kwisaro,Kiagata Ndogo,yes_vacc,2,3,yes_card,5,2,NA,no,2
female,78,3,continuous,3,Nyamimange,Kwisaro,Kiagata Ndogo,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,48,2,continuous,3,Nyamimange,Kwisaro,Kiagata Ndogo,no_vacc,NA,2,,2,0,NA,,NA
female,56,3,continuous,3,Nyamimange,Kwisaro,Kiagata Ndogo,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,60,1,continuous,3,Nyamimange,Kwisaro,Kiagata Ndogo,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,67,1,continuous,3,Nyamimange,Kwisaro,Kiagata Ndogo,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,28,3,continuous,3,Nyamimange,Kwisaro,Kiagata Ndogo,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,36,1,continuous,3,Nyamimange,Kwisaro,Kiagata Ndogo,no_vacc,NA,1,,1,0,NA,,NA
female,55,3,continuous,3,Nyamimange,Kwisaro,Kiagata Ndogo,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,25,3,pulse,0,Masaba,Bisarye,Nyabitaramanka,no_vacc,NA,3,,3,0,NA,,NA
female,23,3,pulse,0,Masaba,Bisarye,Nyabitaramanka,no_vacc,NA,3,,3,0,NA,,NA
male,44,1,pulse,0,Masaba,Bisarye,Nyabitaramanka,no_vacc,NA,1,,1,0,NA,,NA
male,75,2,pulse,0,Masaba,Bisarye,Nyabitaramanka,no_vacc,NA,2,,2,0,NA,,NA
female,36,1,pulse,0,Masaba,Bisarye,Nyabitaramanka,no_vacc,NA,1,,1,0,NA,,NA
male,44,3,pulse,0,Masaba,Bisarye,Nyabitaramanka,no_vacc,NA,3,,0,0,NA,,NA
male,38,1,pulse,0,Masaba,Bisarye,Nyabitaramanka,no_vacc,NA,1,,1,0,NA,,NA
female,59,5,pulse,0,Masaba,Bisarye,Nyabitaramanka,no_vacc,NA,5,,5,0,NA,,NA
female,36,2,pulse,0,Masaba,Bisarye,Nyabitaramanka,no_vacc,NA,2,,2,0,NA,,NA
male,55,3,pulse,0,Masaba,Bisarye,Nyabitaramanka,no_vacc,NA,3,,3,0,NA,,NA
female,50,11,pulse,0,Masaba,Bisarye,Nyang'ombe,yes_vacc,1,10,yes_card,11,1,NA,no,1
female,37,1,pulse,0,Masaba,Bisarye,Nyang'ombe,no_vacc,NA,1,,1,0,NA,,NA
female,33,1,pulse,0,Masaba,Bisarye,Nyang'ombe,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,45,3,pulse,0,Masaba,Bisarye,Nyang'ombe,yes_vacc,2,1,yes_card,3,2,NA,no,2
male,42,3,pulse,0,Masaba,Bisarye,Nyang'ombe,no_vacc,NA,3,,3,0,NA,,NA
male,48,3,pulse,0,Masaba,Bisarye,Nyang'ombe,no_vacc,NA,3,,3,0,NA,,NA
male,48,2,pulse,0,Masaba,Bisarye,Nyang'ombe,no_vacc,NA,2,,2,0,NA,,NA
male,70,1,pulse,0,Masaba,Bisarye,Nyang'ombe,no_vacc,NA,1,,1,0,NA,,NA
male,54,2,pulse,0,Masaba,Bisarye,Nyang'ombe,no_vacc,NA,2,,2,0,NA,,NA
male,33,1,pulse,0,Masaba,Bisarye,Nyang'ombe,no_vacc,NA,1,,1,0,NA,,NA
female,38,2,continuous,3,Itiryo,Itiryo,Senta,yes_vacc,2,0,no_card,2,2,NA,no,0
female,40,8,continuous,3,Itiryo,Itiryo,Senta,yes_vacc,1,7,yes_card,8,1,NA,no,1
male,78,1,continuous,3,Itiryo,Itiryo,Senta,yes_vacc,1,0,yes_card,0,0,NA,no,1
female,65,2,continuous,3,Itiryo,Itiryo,Senta,yes_vacc,2,0,no_card,2,2,NA,no,0
male,63,1,continuous,3,Itiryo,Itiryo,Senta,yes_vacc,1,0,yes_card,0,0,NA,no,1
male,39,1,continuous,3,Itiryo,Itiryo,Senta,yes_vacc,1,0,no_card,1,1,NA,no,0
male,32,1,continuous,3,Itiryo,Itiryo,Senta,no_vacc,NA,1,,1,0,NA,,NA
female,68,1,continuous,3,Itiryo,Itiryo,Senta,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,72,1,continuous,3,Itiryo,Itiryo,Senta,no_vacc,NA,1,,0,0,NA,,NA
male,61,2,continuous,3,Itiryo,Itiryo,Senta,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,58,1,continuous,3,Itiryo,Itiryo,Nyaitebe,no_vacc,NA,1,,1,0,NA,,NA
male,68,1,continuous,3,Itiryo,Itiryo,Nyaitebe,no_vacc,NA,1,,1,0,NA,,NA
female,45,2,continuous,3,Itiryo,Itiryo,Nyaitebe,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,25,1,continuous,3,Itiryo,Itiryo,Nyaitebe,yes_vacc,1,0,yes_card,0,0,NA,no,1
female,23,2,continuous,3,Itiryo,Itiryo,Nyaitebe,yes_vacc,2,0,yes_card,0,0,NA,no,2
male,70,1,continuous,3,Itiryo,Itiryo,Nyaitebe,yes_vacc,1,0,yes_card,0,0,NA,no,1
female,36,1,continuous,3,Itiryo,Itiryo,Nyaitebe,yes_vacc,1,0,yes_card,1,0,NA,no,1
female,36,3,continuous,3,Itiryo,Itiryo,Nyaitebe,yes_vacc,3,0,no_card,3,3,NA,no,0
female,28,2,continuous,3,Itiryo,Itiryo,Nyaitebe,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,34,3,continuous,3,Itiryo,Itiryo,Nyaitebe,yes_vacc,3,0,no_card,0,0,NA,no,0
male,23,1,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,0,no_card,0,0,NA,no,0
male,23,1,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,0,no_card,0,0,NA,no,0
male,23,1,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,0,no_card,0,0,NA,no,0
male,23,1,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,0,no_card,0,0,NA,no,0
female,38,1,continuous,3,Itiryo,Itiryo,Manyata,no_vacc,NA,1,,1,0,NA,,NA
female,38,1,continuous,3,Itiryo,Itiryo,Manyata,no_vacc,NA,1,,1,0,NA,,NA
female,38,1,continuous,3,Itiryo,Itiryo,Manyata,no_vacc,NA,1,,1,0,NA,,NA
female,38,1,continuous,3,Itiryo,Itiryo,Manyata,no_vacc,NA,1,,1,0,NA,,NA
male,69,1,continuous,3,Itiryo,Itiryo,Manyata,no_vacc,NA,1,,1,0,NA,,NA
male,69,1,continuous,3,Itiryo,Itiryo,Manyata,no_vacc,NA,1,,1,0,NA,,NA
female,30,2,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,2,0,no_card,2,2,NA,no,0
female,30,2,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,2,0,no_card,2,2,NA,no,0
female,22,1,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,22,1,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,20,2,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,1,yes_card,1,1,NA,no,1
female,20,2,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,1,yes_card,1,1,NA,no,1
male,18,2,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,2,0,no_card,2,2,NA,no,0
male,18,2,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,2,0,no_card,2,2,NA,no,0
male,40,2,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,2,0,yes_card,1,1,NA,no,2
male,40,2,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,2,0,yes_card,1,1,NA,no,2
female,30,1,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,0,no_card,1,1,NA,no,0
female,30,1,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,0,no_card,1,1,NA,no,0
female,40,1,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,40,1,continuous,3,Itiryo,Itiryo,Manyata,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,35,2,pulse,0,Masaba,Bisarye,Kurutambi,no_vacc,NA,2,,2,0,NA,,NA
female,66,4,pulse,0,Masaba,Bisarye,Kurutambi,no_vacc,NA,4,,4,0,NA,,NA
male,80,1,pulse,0,Masaba,Bisarye,Kurutambi,no_vacc,NA,1,,1,0,NA,,NA
female,25,3,pulse,0,Masaba,Bisarye,Kurutambi,no_vacc,NA,3,,3,0,NA,,NA
male,33,2,pulse,0,Masaba,Bisarye,Kurutambi,no_vacc,NA,2,,2,0,NA,,NA
female,40,2,pulse,0,Masaba,Bisarye,Kurutambi,no_vacc,NA,2,,2,0,NA,,NA
male,33,3,pulse,0,Masaba,Bisarye,Kurutambi,no_vacc,NA,3,,3,0,NA,,NA
female,42,4,pulse,0,Masaba,Bisarye,Kurutambi,no_vacc,NA,4,,4,0,NA,,NA
male,61,1,pulse,0,Masaba,Bisarye,Kurutambi,no_vacc,NA,1,,1,0,NA,,NA
male,48,5,pulse,0,Masaba,Bisarye,Kurutambi,no_vacc,NA,5,,5,0,NA,,NA
male,74,3,pulse,0,Masaba,Nyansirori,Nyansirori,no_vacc,NA,3,,3,0,NA,,NA
female,25,4,pulse,0,Masaba,Nyansirori,Nyansirori,yes_vacc,1,3,yes_card,4,1,NA,no,1
male,38,2,pulse,0,Masaba,Nyansirori,Nyansirori,no_vacc,NA,2,,2,0,NA,,NA
female,20,5,pulse,0,Masaba,Nyansirori,Nyansirori,yes_vacc,1,4,yes_card,5,1,NA,no,1
male,90,4,pulse,0,Masaba,Nyansirori,Nyansirori,no_vacc,NA,4,,4,0,NA,,NA
male,45,2,pulse,0,Masaba,Nyansirori,Nyansirori,no_vacc,NA,2,,2,0,NA,,NA
male,57,2,pulse,0,Masaba,Nyansirori,Nyansirori,no_vacc,NA,2,,2,0,NA,,NA
female,22,1,pulse,0,Masaba,Nyansirori,Nyansirori,no_vacc,NA,1,,1,0,NA,,NA
female,58,1,pulse,0,Masaba,Nyansirori,Nyansirori,no_vacc,NA,1,,1,0,NA,,NA
male,47,1,pulse,0,Masaba,Nyansirori,Nyansirori,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,51,4,pulse,0,Masaba,Nyansirori,Nyamurasa,yes_vacc,2,2,yes_card,4,2,NA,no,2
female,20,2,pulse,0,Masaba,Nyansirori,Nyamurasa,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,48,2,pulse,0,Masaba,Nyansirori,Nyamurasa,no_vacc,NA,2,,2,0,NA,,NA
female,52,2,pulse,0,Masaba,Nyansirori,Nyamurasa,no_vacc,NA,2,,2,0,NA,,NA
female,40,2,pulse,0,Masaba,Nyansirori,Nyamurasa,no_vacc,NA,2,,2,0,NA,,NA
male,51,1,pulse,0,Masaba,Nyansirori,Nyamurasa,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,42,1,pulse,0,Masaba,Nyansirori,Nyamurasa,no_vacc,NA,1,,1,0,NA,,NA
male,42,2,pulse,0,Masaba,Nyansirori,Nyamurasa,no_vacc,NA,2,,2,0,NA,,NA
male,88,1,pulse,0,Masaba,Nyansirori,Nyamurasa,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,NA,3,pulse,0,Masaba,Nyansirori,Nyamurasa,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,18,2,continuous,1,Gorong a,Kenyamosabi,Kiobhoke,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,19,1,continuous,1,Gorong a,Kenyamosabi,Kiobhoke,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,45,1,continuous,1,Gorong a,Kenyamosabi,Kiobhoke,no_vacc,NA,1,,1,0,NA,,NA
female,60,1,continuous,1,Gorong a,Kenyamosabi,Kiobhoke,no_vacc,NA,1,,1,0,NA,,NA
male,38,1,continuous,1,Gorong a,Kenyamosabi,Kiobhoke,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,36,2,continuous,1,Gorong a,Kenyamosabi,Kiobhoke,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,40,1,continuous,1,Gorong a,Kenyamosabi,Kiobhoke,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,47,3,continuous,1,Gorong a,Kenyamosabi,Kiobhoke,yes_vacc,2,1,yes_card,2,2,NA,no,2
female,42,1,continuous,1,Gorong a,Kenyamosabi,Kiobhoke,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,40,1,continuous,1,Gorong a,Kenyamosabi,Kiobhoke,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,34,1,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi","Nyamagongwe,Nyamagongwe",no_vacc,NA,1,,1,0,NA,,NA
male,18,2,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi","Nyamagongwe,Nyamagongwe",yes_vacc,2,0,yes_card,2,2,NA,no,2
female,49,1,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi","Nyamagongwe,Nyamagongwe",yes_vacc,1,0,yes_card,1,1,NA,no,1
female,20,1,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi","Nyamagongwe,Nyamagongwe",yes_vacc,1,0,yes_card,1,1,NA,no,1
female,28,2,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi","Nyamagongwe,Nyamagongwe",yes_vacc,2,0,yes_card,2,2,NA,no,2
female,70,3,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi","Nyamagongwe,Nyamagongwe",yes_vacc,3,0,yes_card,3,3,NA,no,3
female,28,6,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi","Nyamagongwe,Nyamagongwe",yes_vacc,6,0,yes_card,6,6,NA,no,6
female,28,3,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi","Nyamagongwe,Nyamagongwe",yes_vacc,3,0,yes_card,3,3,NA,no,3
male,20,1,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi","Nyamagongwe,Nyamagongwe",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,19,2,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi","Nyamagongwe,Nyamagongwe",yes_vacc,2,0,yes_card,2,2,NA,no,2
male,45,9,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi,Kenyamosabi","Ngonche,Ngonche,Ngonche",yes_vacc,2,7,yes_card,2,2,NA,no,2
female,58,1,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi,Kenyamosabi","Ngonche,Ngonche,Ngonche",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,36,3,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi,Kenyamosabi","Ngonche,Ngonche,Ngonche",yes_vacc,3,0,yes_card,3,3,NA,no,3
male,18,4,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi,Kenyamosabi","Ngonche,Ngonche,Ngonche",yes_vacc,2,2,yes_card,2,2,NA,no,2
male,35,4,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi,Kenyamosabi","Ngonche,Ngonche,Ngonche",yes_vacc,1,3,yes_card,1,1,NA,no,1
