sex_respondent,age_respondent,dog_total,campaign_type,Strategy,ward_rorya,village_rorya,subvillage_rorya,dog_vacc_status,dogs_yes_vacc,dogs_no_vacc,vacc_card_status,number_dogs_seen,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert
male,80,2,continuous,1,Tai,Nyahera,Rabour,no_vacc,NA,2,,2,0,NA,,NA
female,38,0,continuous,1,Tai,Nyahera,Rabour,no_vacc,NA,0,,0,0,NA,,NA
male,33,1,continuous,1,Tai,Nyahera,Rabour,no_vacc,NA,1,,1,0,NA,,NA
male,86,2,continuous,1,Tai,Nyahera,Rabour,yes_vacc,2,0,yes_card,0,0,NA,no,2
male,19,4,continuous,1,Tai,Nyahera,Rabour,no_vacc,NA,4,,0,0,NA,,NA
male,32,0,continuous,1,Tai,Nyahera,Rabour,yes_vacc,1,0,yes_card,0,0,NA,no,1
female,30,3,continuous,1,Tai,Nyahera,Rabour,yes_vacc,3,0,yes_card,2,2,NA,no,3
male,50,2,continuous,1,Tai,Nyahera,Rabour,no_vacc,NA,2,,2,0,NA,,NA
male,38,2,continuous,1,Tai,Nyahera,Nyahera,no_vacc,NA,2,,2,0,NA,,NA
male,NA,2,continuous,1,Tai,Nyahera,Nyahera,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,35,0,continuous,1,Tai,Nyahera,Nyahera,yes_vacc,2,0,yes_card,0,0,NA,no,0
male,29,1,continuous,1,Tai,Nyahera,Nyahera,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,35,3,continuous,1,Tai,Nyahera,Nyahera,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,37,2,continuous,1,Tai,Nyahera,Nyahera,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,24,1,continuous,1,Tai,Nyahera,Nyahera,no_vacc,NA,1,,1,0,NA,,NA
male,26,3,continuous,1,Tai,Nyahera,Nyahera,yes_vacc,3,0,yes_card,3,1,2,yes,3
female,30,2,continuous,1,Tai,Nyahera,Nyahera,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,NA,2,continuous,1,Tai,Nyahera,Center,yes_vacc,2,0,yes_card,NA,2,NA,no,2
female,25,5,continuous,1,Tai,Nyahera,Center,yes_vacc,1,4,yes_card,5,1,NA,no,1
male,53,6,continuous,1,Tai,Nyahera,Center,yes_vacc,1,5,yes_card,6,1,NA,no,1
male,24,2,continuous,1,Tai,Nyahera,Center,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,21,3,continuous,1,Tai,Nyahera,Center,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,24,3,continuous,1,Tai,Nyahera,Center,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,52,1,continuous,1,Tai,Nyahera,Center,yes_vacc,1,0,yes_card,NA,1,NA,no,1
male,58,1,continuous,1,Tai,Nyahera,Center,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,82,3,continuous,1,Tai,Nyahera,Center,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,80,1,continuous,1,Tai,Nyahera,Center,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,NA,0,continuous,1,Tai,Nyamagongo,Nyamsarwa,yes_vacc,2,0,yes_card,NA,0,NA,no,2
male,30,2,continuous,1,Tai,Nyamagongo,Nyamsarwa,yes_vacc,5,0,yes_card,2,2,NA,no,2
female,23,1,continuous,1,Tai,Nyamagongo,Nyamsarwa,yes_vacc,1,0,yes_card,NA,1,NA,no,1
male,52,0,continuous,1,Tai,Nyamagongo,Nyamsarwa,yes_vacc,1,0,yes_card,NA,0,NA,no,1
male,NA,2,continuous,1,Tai,Nyamagongo,Nyamsarwa,no_vacc,NA,2,,NA,0,NA,,NA
male,24,1,continuous,1,Tai,Nyamagongo,Nyamsarwa,yes_vacc,1,0,yes_card,NA,1,NA,no,1
male,20,1,continuous,1,Tai,Nyamagongo,Nyamsarwa,no_vacc,NA,1,,NA,0,NA,,NA
female,35,5,continuous,1,Tai,Nyamagongo,Nyamsarwa,yes_vacc,1,4,yes_card,NA,1,NA,no,1
male,19,2,continuous,1,Tai,Nyamagongo,Nyamsarwa,yes_vacc,1,1,yes_card,NA,1,NA,no,1
female,NA,3,continuous,1,Tai,Nyamagongo,Nyamsarwa,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,20,1,continuous,1,Tai,Nyamagongo,Makao,yes_vacc,1,0,yes_card,NA,0,NA,no,1
male,53,1,continuous,1,Tai,Nyamagongo,Makao,yes_vacc,1,0,yes_card,NA,1,NA,no,1
female,78,1,continuous,1,Tai,Nyamagongo,Makao,yes_vacc,1,0,yes_card,NA,1,NA,no,1
female,49,0,continuous,1,Tai,Nyamagongo,Makao,yes_vacc,1,0,yes_card,0,0,NA,no,1
male,28,3,continuous,1,Tai,Nyamagongo,Makao,no_vacc,NA,3,,NA,0,NA,,NA
female,NA,1,continuous,1,Tai,Nyamagongo,Makao,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,10,1,continuous,1,Tai,Nyamagongo,Makao,no_vacc,NA,1,,1,0,NA,,NA
female,52,2,continuous,1,Tai,Nyamagongo,Makao,yes_vacc,4,2,yes_card,NA,2,NA,no,2
male,14,3,continuous,1,Tai,Nyamagongo,Makao,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,45,2,continuous,1,Tai,Nyamagongo,Makao,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,46,2,continuous,1,Tai,Nyamagongo,Oboke,yes_vacc,2,0,yes_card,1,0,NA,no,2
female,38,2,continuous,1,Tai,Nyamagongo,Oboke,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,NA,1,continuous,1,Tai,Nyamagongo,Oboke,yes_vacc,1,0,yes_card,NA,0,NA,no,1
male,17,4,continuous,1,Tai,Nyamagongo,Oboke,no_vacc,NA,4,,4,0,NA,,NA
male,NA,5,continuous,1,Tai,Nyamagongo,Oboke,yes_vacc,1,4,yes_card,5,1,NA,no,1
male,11,2,continuous,1,Tai,Nyamagongo,Oboke,yes_vacc,2,0,yes_card,2,2,NA,no,0
male,12,2,continuous,1,Tai,Nyamagongo,Oboke,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,NA,1,continuous,1,Tai,Nyamagongo,Oboke,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,45,1,continuous,1,Tai,Nyamagongo,Oboke,no_vacc,NA,1,,1,0,NA,,NA
male,16,2,continuous,1,Tai,Nyamagongo,Oboke,yes_vacc,0,2,yes_card,2,0,NA,no,2
male,12,2,continuous,1,Tai,Masonga,Masonga,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,33,1,continuous,1,Tai,Masonga,Masonga,yes_vacc,1,0,yes_card,NA,0,NA,no,1
female,15,2,continuous,1,Tai,Masonga,Masonga,yes_vacc,2,0,yes_card,2,0,NA,no,2
male,13,1,continuous,1,Tai,Masonga,Masonga,yes_vacc,1,0,yes_card,0,0,NA,no,1
female,46,3,continuous,1,Tai,Masonga,Masonga,yes_vacc,3,0,yes_card,2,2,NA,no,3
male,29,2,continuous,1,Tai,Masonga,Masonga,yes_vacc,0,2,no_card,2,0,NA,no,2
male,60,2,continuous,1,Tai,Masonga,Masonga,yes_vacc,1,1,yes_card,1,1,NA,no,1
male,42,7,continuous,1,Tai,Masonga,Masonga,yes_vacc,1,6,yes_card,7,1,NA,no,1
male,62,6,continuous,1,Tai,Masonga,Masonga,yes_vacc,3,3,yes_card,4,3,NA,no,3
female,13,4,continuous,1,Tai,Masonga,Masonga,no_vacc,NA,4,,2,0,NA,,NA
male,29,2,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,25,2,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,3,0,yes_card,1,1,NA,no,3
male,63,0,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,3,0,yes_card,0,0,NA,no,3
female,27,2,continuous,1,Tai,Masonga,NyamogoBugoge,no_vacc,NA,2,,2,0,NA,,NA
female,39,1,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,52,3,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,2,1,yes_card,3,2,NA,no,1
female,26,1,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,49,1,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,38,1,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,1,0,yes_card,1,0,NA,no,1
male,46,5,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,3,2,yes_card,5,3,NA,no,3
male,29,3,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,2,1,yes_card,3,2,1,yes,3
female,NA,4,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,2,2,yes_card,2,0,NA,no,0
female,38,1,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,41,1,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,1,0,yes_card,1,0,NA,no,1
male,35,10,continuous,1,Tai,Masonga,NyamogoBugoge,no_vacc,NA,10,,10,0,NA,,NA
male,NA,1,continuous,1,Tai,Masonga,NyamogoBugoge,no_vacc,NA,1,,1,0,NA,,NA
female,40,1,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,33,2,continuous,1,Tai,Masonga,NyamogoBugoge,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,27,1,continuous,1,Tai,Masonga,NyamogoBugoge,no_vacc,NA,1,,NA,0,NA,,NA
female,15,2,continuous,1,Tai,Shirati_Sota,Magamaga,yes_vacc,2,0,yes_card,1,0,NA,no,0
male,62,2,continuous,1,Tai,Shirati_Sota,Magamaga,yes_vacc,2,0,yes_card,NA,0,NA,no,0
female,29,1,continuous,1,Tai,Shirati_Sota,Magamaga,no_vacc,NA,1,,1,0,NA,,NA
female,37,1,continuous,1,Tai,Shirati_Sota,Magamaga,yes_vacc,1,0,yes_card,1,0,NA,no,1
male,15,1,continuous,1,Tai,Shirati_Sota,Magamaga,no_vacc,NA,1,,1,0,NA,,NA
male,35,2,continuous,1,Tai,Shirati_Sota,Magamaga,yes_vacc,2,1,yes_card,2,1,NA,no,2
male,16,2,continuous,1,Tai,Shirati_Sota,Magamaga,yes_vacc,2,0,yes_card,1,0,NA,no,2
female,29,4,continuous,1,Tai,Shirati_Sota,Magamaga,yes_vacc,2,2,yes_card,3,2,NA,no,2
male,50,1,continuous,1,Tai,Shirati_Sota,Magamaga,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,49,5,continuous,1,Tai,Shirati_Sota,Magamaga,yes_vacc,5,0,yes_card,3,3,NA,no,0
female,14,3,continuous,1,Tai,Shirati_Sota,Sota,yes_vacc,3,0,yes_card,1,1,NA,no,3
female,16,4,continuous,1,Tai,Shirati_Sota,Sota,unknown,NA,4,,1,0,NA,,NA
female,20,2,continuous,1,Tai,Shirati_Sota,Sota,yes_vacc,2,0,unknown,2,2,NA,no,2
male,62,2,continuous,1,Tai,Shirati_Sota,Sota,yes_vacc,2,0,yes_card,2,2,NA,no,3
male,43,5,continuous,1,Tai,Shirati_Sota,Sota,no_vacc,NA,5,,5,0,NA,,NA
female,29,2,continuous,1,Tai,Shirati_Sota,Sota,no_vacc,NA,2,,2,0,NA,,NA
female,45,1,continuous,1,Tai,Shirati_Sota,Sota,no_vacc,NA,1,,1,0,NA,,NA
female,62,1,continuous,1,Tai,Shirati_Sota,Sota,yes_vacc,1,0,yes_card,1,0,NA,no,1
male,27,2,continuous,1,Tai,Shirati_Sota,Sota,unknown,NA,0,,1,0,NA,,NA
male,21,1,continuous,1,Tai,Shirati_Sota,Sota,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,56,1,continuous,1,Tai,Shirati_Sota,Gingo,yes_vacc,1,0,yes_card,0,0,NA,no,1
female,45,2,continuous,1,Tai,Shirati_Sota,Gingo,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,20,2,continuous,1,Tai,Shirati_Sota,Gingo,yes_vacc,2,0,yes_card,2,2,NA,no,1
female,41,2,continuous,1,Tai,Shirati_Sota,Gingo,yes_vacc,2,0,yes_card,2,2,NA,no,0
female,28,1,continuous,1,Tai,Shirati_Sota,Gingo,no_vacc,NA,1,,1,0,NA,,NA
female,18,3,continuous,1,Tai,Shirati_Sota,Gingo,yes_vacc,3,0,yes_card,3,3,NA,no,0
female,28,2,continuous,1,Tai,Shirati_Sota,Gingo,no_vacc,NA,2,,2,0,NA,,NA
female,55,4,continuous,1,Tai,Shirati_Sota,Gingo,yes_vacc,4,0,yes_card,2,2,NA,no,4
